"project_id","backers_count","x_coor","y_coor","city_id","parent_id","sub_id"
1758116551,318,-85.42,-67.67,10,9,136
482124645,318,-28.20,-35.88,49,5,113
2135791484,318,-75.44,55.99,1,1,11
996645454,318,-37.80,-6.21,68,8,134
1556947641,318,-46.29,-32.37,20,11,90
1964093977,318,144.13,-174.37,1,15,46
1375624852,318,74.82,-85.60,3,5,66
112374725,318,-91.44,2.15,5,9,136
161838036,318,-159.36,60.79,1,11,156
1749038470,318,-89.58,32.19,13,13,115
280307810,318,-33.93,-27.25,112,9,136
1330617637,318,-184.94,-119.16,3,5,113
265296989,318,14.68,-81.01,9,11,31
1170125121,318,29.99,-65.97,10,9,136
1650043220,318,-28.26,-21.73,49,5,113
1989128273,318,-9.29,-3.42,86,9,136
1990629397,318,13.20,-42.83,41,8,59
1140726468,318,-7.84,0.47,105,12,104
594588114,318,-47.43,-5.50,5,7,40
898513383,318,-25.65,-138.89,6,10,151
1799554723,318,-19.06,-35.75,18,9,148
1542729818,318,53.86,-241.26,1,2,67
292904504,317,-37.15,-150.45,3,8,59
2089783093,317,-86.82,32.31,11,14,39
534254774,317,-29.12,-120.04,2,7,129
263872775,317,156.13,-15.35,2,7,40
1032724551,317,-291.21,-81.21,2,7,40
432880239,317,-33.72,-27.33,86,11,73
510073113,317,12.60,-28.91,28,6,61
2084722812,317,-13.67,24.49,8,11,116
641718403,317,-223.47,14.47,1,7,40
1609661327,317,-168.53,46.43,4,13,95
364782400,317,-68.24,57.60,8,8,59
1243995944,317,-1.76,-101.11,16,2,26
315279940,317,43.28,94.27,2,2,26
323136059,317,-63.69,-82.59,6,9,136
2086717462,317,-22.64,-46.65,109,2,67
296181058,317,25.51,-1.53,22,9,148
357923229,317,-288.41,26.22,1,5,113
406334956,317,144.61,-217.74,1,13,20
229963310,317,-53.92,-35.51,38,9,136
445386170,317,-29.91,-226.93,1,2,27
1687102838,317,-0.32,-44.83,71,5,113
764982245,317,-149.21,156.06,1,9,63
1045620782,317,94.73,60.54,1,1,37
706877654,317,-53.34,-81.93,6,9,136
1702643264,317,96.32,-65.34,1,7,41
1340739030,317,-118.98,-12.63,2,7,56
94012901,317,-42.64,-70.09,19,13,7
1736640914,317,-8.82,36.33,6,14,138
1849965853,317,-84.09,-164.81,3,4,35
659468783,317,-3.78,-47.49,6,13,95
334979331,317,-31.70,-30.47,49,5,113
870247191,317,-21.98,-78.08,18,10,151
1467044484,316,-5.28,-0.42,143,9,148
958161751,316,-208.38,-138.49,2,7,129
1846852483,316,-51.41,-0.81,18,11,156
562195343,316,16.68,-169.65,1,13,158
781037654,316,-2.22,181.15,1,6,53
1390146166,316,16.35,-189.30,2,1,71
1971423809,316,-50.58,7.25,14,7,40
2134743566,316,23.16,28.95,15,2,27
629313469,316,8.52,-76.37,26,12,103
797203130,316,-96.49,148.45,2,7,129
1102852521,316,-183.13,-37.19,4,11,48
1079884456,316,84.90,27.99,2,7,70
1803309855,316,2.93,-78.60,8,14,62
834675559,316,-285.50,-164.55,1,2,27
1483751084,316,-226.93,-115.32,2,7,40
660728212,316,-0.37,-44.12,91,8,123
509257857,316,28.53,54.54,8,6,53
1290962116,316,-77.00,-84.42,11,9,136
1171040521,316,-47.80,42.32,3,14,138
334448401,316,19.97,-25.30,92,14,124
2066096229,316,-2.03,55.64,7,8,59
238851289,316,25.94,10.13,31,5,113
1994809651,315,104.99,123.78,1,11,73
1023770351,315,42.63,-32.41,7,14,68
1984160710,315,62.69,107.40,2,5,113
1217995523,315,-21.68,-51.39,44,14,138
791704379,315,-283.16,-143.34,1,2,27
2128627323,315,-21.28,-41.51,105,14,133
2100723503,315,-1.40,-1.41,7,14,149
1145022630,315,-213.71,70.04,3,9,106
730642939,315,-57.80,-81.69,3,13,95
1530488908,315,-89.04,-7.10,3,6,53
1776712156,315,-99.91,-1.55,11,7,56
671645916,315,-107.94,-26.62,12,11,73
1122550530,315,-114.26,-25.87,12,5,113
1520135111,315,-38.25,-41.25,22,9,148
951335795,315,-33.05,18.83,32,14,138
1291616579,315,181.99,3.18,1,11,73
840324419,315,-37.10,-23.44,144,9,136
1633049432,315,-12.42,-39.62,66,9,136
1195694572,315,5.86,42.28,1,11,24
1436276240,315,-47.88,-49.20,47,8,42
1201437515,315,25.64,-39.98,24,9,136
1898890348,315,135.31,60.23,1,11,90
1620965280,315,26.84,-0.15,12,5,113
375209155,315,-104.58,6.12,7,11,31
250768138,315,38.15,-60.66,7,14,149
1694799487,315,-55.02,-144.18,3,8,134
2061474092,315,5.37,41.16,5,9,136
905085117,315,32.75,30.26,8,7,40
699314644,315,-87.11,-98.42,1,7,40
1785276761,315,99.96,-7.44,3,14,68
880839943,314,-178.08,13.40,4,13,95
855151255,314,-267.43,-26.74,1,7,6
1371461585,314,0.81,31.71,22,5,113
269053342,314,41.40,63.33,8,5,113
1861076693,314,24.14,-112.21,5,2,27
2126826374,314,28.31,-9.91,16,1,128
677519038,314,114.57,-127.83,1,7,40
677994419,314,13.71,-65.95,10,2,27
1429918559,314,-29.21,-16.57,133,9,63
1324392664,314,134.69,57.46,2,5,113
269720949,314,-44.98,-83.91,5,14,68
931503097,314,15.93,-6.05,9,11,90
701937715,314,-120.50,-5.39,4,11,90
553890970,314,-140.63,5.58,6,7,56
522593727,314,-32.87,-15.30,33,14,17
43218651,314,-9.39,-28.57,76,9,106
258855086,314,6.97,-133.42,6,6,8
1236913019,314,-114.66,60.25,4,1,98
1085372369,314,34.63,18.86,2,11,125
1553607913,314,-57.87,10.65,24,7,129
2102440672,314,-3.30,99.35,2,7,40
1911804027,314,-97.07,161.34,2,5,113
2116770882,314,-85.86,-135.30,2,7,40
58976503,314,-0.44,45.46,15,12,103
540760988,314,55.97,-275.56,1,2,27
1816525426,314,-27.30,6.08,33,13,95
1466342260,314,57.09,9.01,7,7,40
1352305858,314,-19.10,5.94,42,8,59
1798622460,314,-71.36,-57.82,26,13,115
1263009841,314,-200.81,-61.47,3,11,31
1857437038,313,49.77,26.82,8,13,100
609756365,313,-57.27,-11.92,59,11,90
486239561,313,19.29,77.41,12,2,27
2099719011,313,-40.14,-44.40,15,11,90
28003991,313,-173.38,15.24,3,14,132
865125531,313,-54.03,10.80,96,5,113
1052017524,313,216.90,-32.78,1,7,93
263126943,313,-17.15,3.42,87,5,113
1153301822,313,-147.73,-81.49,4,9,63
1877771468,313,-148.30,-152.83,4,9,148
1828661736,313,-216.65,-91.25,2,7,93
12134269,313,-97.60,155.16,3,2,27
2048189194,313,-62.54,-8.31,3,1,114
693819280,313,-40.81,-42.74,93,5,113
1743068335,313,38.75,-147.84,1,13,100
292745813,313,192.28,-53.41,1,7,40
1738575689,313,-69.86,-55.18,4,7,41
571246465,313,-172.93,-130.57,2,6,8
2093330865,313,146.76,-104.64,2,7,40
1751331001,313,76.30,-33.63,6,11,90
132287161,313,-277.55,-6.34,1,11,90
1216965617,313,-24.68,-80.84,13,2,27
479373369,313,-48.99,-63.32,34,9,148
458597338,313,59.18,-175.96,1,7,153
1861651741,313,-105.36,88.80,4,6,3
1401918567,313,-109.39,-49.78,6,11,24
1670451990,313,-47.50,-281.16,1,2,27
388455462,313,-157.02,-193.43,1,7,40
1652402228,313,-21.67,79.68,12,9,148
1075624414,313,57.74,80.35,2,7,93
1305601121,313,-0.14,-9.48,108,13,55
2006630746,313,-186.64,28.28,3,9,148
1855029416,312,58.11,-117.41,1,7,40
1231295718,312,-106.81,-81.87,5,13,95
1786816044,312,78.04,3.73,5,9,106
1027043507,312,-9.18,-44.77,9,11,73
180327065,312,76.51,-74.81,3,11,90
1060923121,312,-43.51,52.57,4,1,11
2127934023,312,-129.20,241.86,1,10,78
725165236,312,-70.61,-88.43,11,9,136
2124862815,312,44.24,-25.98,12,11,90
845400054,312,-27.55,6.22,22,5,36
1901231084,312,-18.79,0.39,66,7,40
754277661,312,-69.13,-35.37,50,7,56
1544217835,312,172.29,-61.60,2,7,25
50679927,312,-76.96,-195.05,1,15,92
1563682812,312,141.68,-87.80,1,7,153
1384640051,312,51.46,-124.17,4,8,134
1435552462,312,-47.46,6.67,39,5,113
1201745682,312,-23.11,68.35,3,9,136
324683782,312,11.64,27.37,2,11,125
46298880,312,73.85,-105.56,3,5,113
1301290323,312,17.78,-68.22,6,8,30
1193008297,312,-21.38,-12.03,25,7,40
461225153,312,175.42,-32.25,1,11,73
578254120,312,-63.56,-139.10,4,9,136
1336171181,312,-59.70,170.84,2,14,138
1661334631,312,73.83,29.14,8,7,93
1443308195,311,-4.57,0.96,14,7,25
901359608,311,-63.81,-175.77,1,13,16
1708559814,311,58.47,214.19,1,12,104
383936158,311,-108.79,-104.66,2,7,40
1438128207,311,-42.26,-141.99,2,1,114
1636446666,311,-26.51,-271.96,1,13,95
1789999913,311,174.91,-95.27,2,7,40
795308641,311,-14.13,-36.55,8,9,136
1649048562,311,28.85,-39.23,1,11,90
1493081655,311,-108.72,116.73,2,2,67
1400478792,311,123.11,-79.77,1,7,153
1992246176,311,-64.08,-47.72,37,13,115
81252670,311,-215.97,24.55,2,11,31
2031130631,311,-18.71,-10.40,144,9,106
312066590,311,11.51,43.97,13,5,113
31963390,311,-17.72,-3.35,98,5,144
1083640535,311,-70.84,53.58,2,13,100
1773934271,311,-6.24,16.33,54,8,42
1914036920,311,-34.28,-37.42,75,9,106
54430180,311,-34.19,1.60,92,3,38
300284651,311,-30.55,16.89,11,5,113
1513407011,311,-44.58,-4.44,3,7,40
1985194298,311,-32.78,-15.77,135,9,148
1752946516,311,-16.56,116.23,1,5,113
1848375651,311,-81.42,-223.79,1,8,59
1235870858,310,-132.72,-37.55,7,11,125
724786255,310,-17.91,-34.24,27,8,123
205511472,310,-161.43,104.36,1,6,8
70796130,310,-22.93,-34.36,154,8,59
679229330,310,44.75,123.38,1,5,66
48388737,310,62.53,73.34,1,5,66
152835685,310,191.04,-81.57,1,7,40
40329519,310,-76.67,-238.84,2,8,30
754447339,310,-41.47,133.28,1,5,113
1015954830,310,72.11,-46.61,9,11,31
1396185223,310,-75.28,33.23,2,7,40
1914569523,310,31.76,21.80,5,9,148
1524501469,310,119.00,-15.53,1,11,69
1207666492,310,-17.35,-44.15,119,10,111
1729166382,310,-133.93,-9.06,8,11,31
1110485947,310,-2.69,4.57,7,7,70
1084942816,310,-17.29,-20.29,52,11,31
769295794,310,-26.02,-40.48,64,8,59
290886128,310,132.80,-204.95,2,9,136
1899686686,310,-21.31,-48.41,73,4,134
1619907121,310,-24.14,-90.58,15,6,3
1163197016,310,-42.24,32.92,12,2,67
1941279112,310,-3.00,-14.11,70,7,40
125147306,310,-9.76,-93.04,4,5,113
1557097948,310,81.38,-9.10,1,7,40
204736953,310,-78.05,-259.73,1,13,12
479531206,310,12.96,0.68,59,11,156
1204085383,310,-77.70,-18.10,17,9,136
1527975496,310,28.89,-22.88,34,11,109
317433209,310,-7.96,-18.72,11,11,73
2127442470,310,-30.64,-35.81,88,13,12
1759505948,310,18.28,14.57,28,14,131
1365644008,310,20.54,-76.77,13,9,106
1815460316,310,156.11,99.99,1,5,113
465303494,310,-95.97,-249.10,1,2,26
1264964318,309,-48.01,25.09,18,2,27
462331968,309,-11.68,-30.47,42,11,31
2005365063,309,139.64,-129.39,2,7,129
2130786169,309,-85.45,-110.01,5,2,27
232069641,309,-158.90,5.76,4,7,40
429321583,309,-3.33,-29.34,91,11,156
1248493191,309,30.41,-90.54,11,2,27
743324802,309,55.29,-21.05,6,11,90
1157284281,309,202.45,-61.62,1,7,70
457382649,309,3.08,29.98,8,7,93
2120403959,309,17.46,-59.08,27,8,59
257771789,309,169.66,12.90,1,7,40
897668086,309,-9.53,-30.84,126,11,90
1736006802,309,30.27,-78.96,1,7,40
666075379,309,-80.68,30.67,8,7,40
704259162,309,1.28,-54.20,15,13,12
1676210351,309,-64.20,-48.79,20,2,26
1841251450,309,-54.66,-48.96,3,5,113
1137182123,309,-12.96,107.31,4,14,131
1685504221,309,-36.42,-22.24,20,13,12
1540479197,309,-26.14,27.08,3,9,136
1857657332,309,-6.60,-27.77,35,9,136
433045984,309,-30.66,-32.37,156,9,148
797438824,309,68.00,-169.02,1,7,40
2010826659,309,-4.10,-39.25,63,8,123
1587087138,309,-179.77,63.31,2,5,113
1718116026,309,25.03,-15.53,13,11,90
989729745,308,-71.73,-9.42,15,7,40
568491702,308,34.93,-23.79,8,11,90
1836270805,308,-81.05,50.09,2,13,55
9026964,308,0.01,-11.39,93,1,11
1462318747,308,-5.15,-8.52,38,9,106
170680742,308,-302.12,-81.96,1,7,40
1753843145,308,-8.22,-37.95,80,11,73
946820322,308,43.81,-47.04,33,14,68
915182124,308,14.29,-55.41,10,9,106
1907457145,308,34.71,103.54,4,14,62
1341105519,308,1.14,24.85,51,13,100
1247419079,308,121.71,45.50,2,7,93
642727540,308,-32.27,-140.26,3,8,59
1016708812,308,79.58,-132.98,1,7,40
1080955307,308,-17.38,-47.77,93,7,153
1055642080,308,-151.85,137.19,1,6,53
1676010795,308,183.91,-128.07,1,7,54
619934117,308,18.42,-176.30,3,8,59
687628959,308,-80.55,175.95,2,2,27
860538865,308,-5.53,-0.28,84,5,113
1353615531,308,-80.28,-41.40,11,11,90
1495439305,308,-21.69,-17.18,148,11,90
1020994283,308,-15.10,0.89,21,7,56
947710721,308,13.94,-0.16,9,11,73
881732754,308,-30.72,-24.04,144,9,136
680739440,308,-10.29,-75.02,21,9,117
1510597966,307,-39.46,-2.20,116,15,141
1709715584,307,-54.82,5.86,20,9,136
965292903,307,79.83,-140.33,4,9,136
81312192,307,-140.33,-41.60,2,7,129
785167417,307,-5.53,-24.50,101,9,148
30568358,307,-58.51,-41.21,42,13,55
194168431,307,-10.25,-65.10,7,6,53
600300053,307,-14.98,-72.88,6,8,145
1555919295,307,-24.24,15.30,3,9,136
181549351,307,-134.58,205.92,1,9,136
1323848204,307,-24.63,13.64,41,15,134
1330206507,307,-74.43,-20.13,31,9,106
1779301679,307,-96.94,-0.93,5,9,136
1118366237,307,-274.76,75.17,1,12,104
418063485,307,70.34,-54.40,2,7,93
242859688,307,-42.16,-19.71,64,7,40
1161681491,307,51.82,-104.33,5,15,141
952407419,307,-22.16,-17.39,84,11,90
2024127486,307,-84.09,-19.86,14,11,109
1941598767,307,-11.83,194.18,2,3,118
1378334724,307,-143.83,183.27,1,9,148
1760437678,307,-36.29,-25.27,132,7,40
1220581981,307,-86.81,12.23,19,9,136
1622085917,307,-54.90,60.59,12,9,148
1535692918,307,36.74,-43.72,6,11,90
319121728,307,-9.74,-50.85,40,14,1
420221380,307,-52.60,-22.35,113,14,1
663167301,306,-23.57,15.48,16,14,68
977337923,306,-36.51,-80.13,9,11,90
2039855098,306,-83.19,-111.51,1,7,153
307411019,306,-0.85,49.45,6,2,27
448817088,306,-32.33,-69.34,12,6,3
852927806,306,2.69,-1.56,93,14,9
2072227523,306,62.39,78.24,3,9,148
861218172,306,68.53,-79.52,8,15,141
1381574857,306,-30.95,-22.61,123,9,136
393927002,306,-83.14,21.10,11,5,113
106577790,306,-10.40,-28.81,11,7,153
1882996525,306,-64.71,-119.54,8,14,149
838713255,306,-10.07,-30.77,48,9,148
599706095,306,1.47,-44.43,35,8,123
1691595912,306,-20.67,-148.01,2,1,114
1462362844,306,-95.27,92.26,1,5,36
1943396926,306,-77.52,-64.99,3,13,20
2132899984,306,3.96,-16.30,28,5,113
355544943,306,52.17,-21.11,15,7,40
56846189,306,-78.20,45.60,9,7,129
1608595664,306,-82.75,51.80,8,5,113
454855107,306,37.73,58.73,3,9,136
276331178,306,-97.74,-279.55,1,14,62
658438984,306,22.95,10.59,27,5,113
1583222216,306,-33.27,-25.00,122,5,36
386552650,306,-104.83,94.86,2,2,27
1188064810,306,-37.77,21.22,30,1,71
1384496464,305,55.80,-201.01,2,7,129
1299555407,305,129.12,-155.95,1,13,100
1027544503,305,-47.00,-47.69,14,13,95
42307896,305,-23.51,-127.57,1,13,115
6734760,305,-2.09,-11.25,126,14,39
1808813614,305,-16.27,-15.53,147,7,40
1206171059,305,-145.12,243.52,1,10,78
681120410,305,19.63,-12.62,46,7,40
1046851581,305,-35.11,-117.01,12,8,51
1095129867,305,-29.49,-13.16,139,9,106
1677585358,305,-17.54,-15.07,6,7,40
499178311,305,121.05,-224.44,1,15,46
1797409012,305,-42.78,-56.33,35,6,8
1444365727,305,-238.11,-112.92,1,13,100
1049992157,305,159.28,88.26,1,5,36
1840126758,305,-46.79,-14.32,44,11,24
1266770249,305,28.77,-70.94,9,11,90
1556106451,305,-87.25,-29.38,3,7,40
312346805,305,-184.67,15.11,2,5,113
2137477479,305,-4.89,34.95,37,9,136
1844414982,305,51.86,86.38,4,6,53
1299239897,305,-38.98,-112.72,4,8,130
1776741485,305,-21.11,-20.25,79,13,20
1365000478,305,-46.87,32.21,30,8,42
1088469004,305,-162.74,-186.12,1,4,35
395418145,305,42.22,-293.40,1,2,27
922504078,305,-121.32,-77.80,2,7,40
210922634,305,21.65,-87.25,11,13,20
429302302,305,106.58,-120.53,1,7,6
1067087063,304,-12.29,-16.57,71,5,75
2111312326,304,-40.95,-35.36,41,7,40
1278980718,304,-27.76,-1.97,95,9,136
1046656674,304,-0.40,28.57,27,5,113
1486285600,304,-12.28,-37.36,4,5,113
199001724,304,41.52,-20.43,12,5,113
1187959031,304,-12.42,-84.53,10,12,57
363384983,304,-57.60,-121.24,7,2,27
424005906,304,-278.99,-38.16,1,7,40
1314495131,304,-39.14,-39.48,64,8,134
859075284,304,-24.18,146.04,1,5,36
2038083154,304,180.14,-160.79,1,15,92
1905448249,304,-21.03,-0.85,78,5,113
2002762114,304,-10.62,4.17,33,1,114
1877570058,304,-1.72,-22.67,60,8,59
968529401,304,-38.08,-11.98,141,9,136
888164777,304,-102.32,-43.61,5,7,40
313108857,304,-122.31,-143.99,2,7,56
1158179901,304,-34.63,-47.12,66,9,148
175635177,304,-65.87,29.02,2,11,90
55403691,304,-103.75,18.26,7,7,70
264202451,303,-6.32,-38.49,78,9,148
913258634,303,92.36,125.12,1,5,10
1790510065,303,-22.96,-163.88,3,13,95
40828018,303,7.61,-20.71,62,1,114
1311421082,303,-9.85,-103.39,2,7,129
2142474273,303,-194.73,111.81,1,6,8
1774898010,303,-13.23,-3.57,22,9,136
928992223,303,-17.97,-13.15,92,14,68
1126224937,303,-49.12,-177.81,2,9,136
730755974,303,200.42,0.86,1,11,24
159686061,303,-15.12,88.25,4,3,80
765752209,303,-17.74,42.07,23,12,5
766860313,303,165.86,64.26,1,5,113
1033638553,303,69.35,-146.58,1,7,40
190556213,303,-36.16,36.14,18,14,68
182330537,303,157.62,82.14,1,5,113
536803835,303,-19.25,-6.69,2,7,70
1832000814,303,-12.65,-152.39,2,6,8
2131396357,303,-10.18,72.96,1,11,90
477375306,303,-266.43,-50.31,1,11,109
486752829,303,-12.97,8.01,28,11,125
1373479802,303,43.91,-62.74,7,9,136
1240864642,303,-7.36,19.84,51,14,138
124962857,303,-26.93,-61.02,23,9,136
301951193,303,102.59,-258.15,1,13,100
1732098351,303,20.42,25.58,9,11,31
2021684858,303,-258.29,-41.66,1,11,76
144172624,303,-9.56,-28.81,14,13,20
550962483,303,7.83,52.78,4,2,27
985736936,303,78.82,10.51,3,14,138
1424945272,303,-30.87,-10.37,25,11,90
1117884933,303,-67.04,-38.18,6,11,73
677175668,303,-48.38,-55.08,7,9,88
449871336,302,-8.14,8.43,52,9,148
1203894793,302,-156.41,-76.95,1,11,76
1893339182,302,-56.66,-200.17,3,12,104
797908621,302,-10.62,-10.14,20,7,40
1826543358,302,-77.59,-130.23,2,7,40
1303206390,302,26.71,-14.18,15,5,113
1756343791,302,-208.34,40.76,2,13,12
1977217419,302,-8.38,-21.85,22,9,136
1833421479,302,-197.91,-125.46,2,7,25
1297402438,302,-19.85,-66.86,17,2,27
1136282729,302,-144.73,-48.74,2,7,40
1341221987,302,-65.12,-80.10,1,7,153
1876979055,302,-2.84,6.98,55,8,59
1634814163,302,11.23,-131.98,3,8,59
1857115973,302,30.14,-14.69,18,9,136
1273436671,302,-37.05,-5.72,52,8,59
539717235,302,-6.37,-7.00,106,9,136
1578485035,302,-79.37,-5.03,4,13,108
1126928449,302,14.80,-12.91,60,5,113
729157149,302,55.88,17.83,5,5,36
1507670259,302,-51.11,-25.25,6,7,40
503388116,302,161.17,-179.29,2,1,11
82110717,302,128.99,-53.86,3,11,73
1173058222,302,-43.12,-29.60,14,1,114
310278569,302,-212.95,-23.87,2,11,43
56346579,302,29.49,29.05,15,9,148
620519001,302,-29.47,-39.83,44,6,61
166625556,302,-32.08,-8.35,91,7,40
82352021,302,69.74,136.51,2,2,27
2133773856,302,-23.99,-19.81,24,11,73
1401466142,301,12.11,-12.05,8,11,125
553196591,301,-4.58,37.61,9,11,90
996615595,301,201.72,-165.00,1,7,93
1459355315,301,145.49,-14.41,1,7,25
954314615,301,-279.20,46.36,1,5,113
1371953025,301,-5.60,84.11,1,7,40
379429304,301,-44.60,-2.84,7,7,40
1070261944,301,-14.58,-54.11,123,8,59
262440815,301,-209.65,93.07,1,1,11
1441490105,301,29.54,4.59,10,7,40
585340051,301,-283.04,-28.61,1,7,40
1903172366,301,76.20,-145.21,3,13,95
1248096213,301,10.62,200.24,1,12,103
684813438,301,-40.64,-1.34,57,5,113
219222785,301,-15.02,-75.31,15,6,53
1790753708,301,-25.24,33.62,1,1,98
921970274,301,-13.90,-23.29,125,11,76
1211611269,301,45.25,4.81,7,7,70
848975062,301,0.82,-4.75,97,3,33
1093559328,301,-71.67,-21.10,10,1,114
1108768987,301,-17.62,-12.89,94,8,59
824360225,301,-120.46,-24.55,12,11,156
872097233,301,-1.91,8.70,25,13,12
1219147842,300,-32.44,-35.07,73,8,30
1201810546,300,78.59,-59.37,2,7,70
1270967820,300,56.14,68.47,4,6,3
850300357,300,-48.09,179.86,1,9,148
159318850,300,90.56,56.16,5,5,113
1083146332,300,-38.28,1.96,20,13,12
1614483538,300,-69.31,51.31,8,8,134
603061680,300,-8.84,3.05,5,9,117
1744936236,300,-34.96,17.96,15,9,136
1078102353,300,-51.02,-53.65,31,13,55
1887515619,300,41.23,8.76,2,7,93
1905423586,300,53.74,95.55,5,8,59
414597313,300,-138.37,138.98,1,6,53
1247112930,300,-34.26,-14.71,9,11,31
143945278,300,5.61,75.35,8,12,103
1861007863,300,-149.81,105.47,2,5,113
1304524423,300,-48.19,-184.24,1,8,59
41806342,300,-2.52,53.38,4,2,67
519466790,300,59.58,62.77,6,2,26
844430676,300,98.20,-19.17,1,7,4
1913212672,300,-30.56,-93.05,15,6,53
136094313,300,-81.41,-12.92,7,11,90
151798025,300,-4.02,4.47,11,8,59
2008080214,300,-20.38,96.18,4,3,80
69360830,300,-242.04,104.99,2,5,113
870983303,300,10.04,9.96,32,2,27
1905292400,299,-181.60,96.98,2,14,149
1968714515,299,33.19,-232.29,1,8,145
1100860030,299,-32.36,-2.98,65,8,59
1276399886,299,-32.48,-39.14,78,9,136
853429262,299,-36.15,-59.78,33,14,138
841013829,299,-51.81,12.45,17,9,136
934685031,299,-103.58,199.90,2,12,104
157231171,299,32.31,-53.87,19,5,113
2129926522,299,-51.69,-204.04,3,15,141
388018921,299,-8.25,-14.24,97,5,113
1641367876,299,3.75,-191.87,2,9,136
359701042,299,-41.60,-8.87,51,11,31
811215750,299,-207.19,-75.35,1,7,56
522550096,299,-129.06,235.50,1,10,78
658877128,299,-3.78,-10.57,102,7,56
175085264,299,-38.17,-0.20,62,13,12
297821783,299,-51.63,-56.32,12,6,53
8021353,299,39.33,-74.21,16,8,123
1150071071,299,6.31,-43.23,55,2,26
2010096366,299,-46.30,-136.72,6,3,33
909785146,299,-200.70,99.07,2,5,113
405037914,299,46.08,47.78,4,1,96
289736841,299,17.44,-31.10,23,11,90
2123333595,299,-76.86,-280.38,1,14,68
1633324487,299,25.88,-71.08,2,7,40
2046936475,299,-125.84,7.78,6,5,113
348620307,298,-97.38,32.74,7,5,113
1163339523,298,-94.39,178.13,2,14,68
1963282867,298,54.79,102.64,2,5,113
532561081,298,-58.30,-42.51,31,13,55
1378049193,298,-24.15,-17.66,22,11,73
1966065154,298,67.53,-243.35,2,9,148
105862753,298,-16.18,-66.38,16,8,145
69212093,298,-42.48,156.54,2,2,27
2073284133,298,-6.98,-9.35,98,8,130
1531290102,298,213.00,-37.80,1,7,93
583807053,298,-46.83,15.99,14,7,40
1766612161,298,-283.48,-21.74,2,11,109
1911123902,298,48.40,-216.16,3,8,42
1959003838,298,19.97,-6.99,20,13,95
520855553,298,-44.88,-19.19,13,11,90
1425159894,298,21.53,-176.16,2,7,40
1946925378,298,33.19,-19.59,6,11,31
1002453633,298,-40.03,-92.64,8,14,39
1368642795,298,-88.20,46.64,8,7,93
1203576766,298,-14.81,-10.54,104,7,56
1035390647,298,-135.13,92.09,2,5,113
1069866826,298,-11.59,-54.82,58,5,36
109161902,298,-47.05,52.49,1,7,40
899491249,298,127.55,59.43,2,7,40
765756253,298,4.23,-1.76,14,8,59
2136296390,298,37.48,-110.84,7,2,27
2079159604,298,-20.22,-8.48,135,9,136
1362374206,298,-31.90,-35.74,103,7,40
545183846,298,23.60,-45.72,12,5,36
371840829,298,22.66,-201.23,2,9,88
695388607,298,-42.73,-32.60,54,7,40
544610075,297,-256.41,-9.49,1,5,113
892626432,297,-155.88,-59.82,1,7,6
707482471,297,-17.69,16.04,5,5,36
434345299,297,51.74,31.75,7,1,11
10789551,297,55.43,-18.40,19,7,56
261989150,297,-11.85,-45.83,129,14,138
1521872439,297,156.28,36.89,2,11,119
1045732673,297,-142.88,30.17,4,13,115
1690758350,297,8.31,-72.94,11,2,152
711891791,297,217.45,-81.34,1,7,40
2097648200,297,14.31,-12.23,32,9,136
776081810,297,-63.60,-21.28,15,11,90
732721321,297,-53.66,26.77,24,2,67
405195059,297,-28.55,-11.92,41,13,20
1826801694,297,-83.69,191.94,1,6,8
1670623823,297,186.26,44.76,2,11,90
1147775979,297,28.40,104.19,4,14,138
1096895351,297,-147.64,-113.75,1,13,95
1037528931,297,-34.47,-54.59,6,11,31
1661960383,297,-2.61,-62.78,16,5,66
998716387,297,2.82,-42.45,23,7,139
766985783,296,-24.19,-276.20,2,9,106
218679341,296,-39.40,-33.69,93,1,87
668920537,296,179.56,22.19,2,11,90
119177695,296,-15.65,1.48,3,11,109
1304788924,296,-27.73,-76.87,20,10,78
177295426,296,-3.62,16.23,7,5,113
1566647702,296,-38.18,9.16,39,7,56
1554174583,296,120.55,38.05,1,11,24
1004999687,296,-22.04,-1.22,130,6,8
384415218,296,27.21,-30.07,96,14,151
51598033,296,-39.46,-6.33,122,2,45
1609318930,296,-1.30,-16.45,90,9,136
312565757,296,17.59,9.59,19,9,136
661057851,296,-12.95,-221.37,1,13,16
974373268,296,-13.10,-15.99,96,14,68
1449327607,296,-3.56,-4.05,98,8,130
61056532,296,116.11,62.87,1,7,153
1954847161,296,-3.61,-39.67,16,1,19
318781127,296,5.45,-9.24,20,13,115
1990946066,296,-26.18,-37.85,73,5,113
1135282160,296,-149.77,-96.01,2,7,40
969042125,296,-79.27,-19.18,6,5,113
754853114,296,-52.81,74.92,7,5,113
1843757680,296,-289.58,-92.90,1,13,12
1195351852,296,52.50,81.06,3,6,8
1441879779,296,-37.80,-22.92,149,2,67
1205804694,296,60.68,-43.64,6,13,95
2054185127,295,160.27,10.32,1,11,90
1365704262,295,203.44,-118.00,1,7,40
2013369610,295,168.84,-35.01,2,7,129
1924600159,295,15.75,-12.42,51,14,131
1941838738,295,-298.71,-135.64,1,2,152
339413522,295,183.44,-13.93,2,7,40
406301068,295,-24.12,-12.47,92,14,68
167890513,295,-38.07,-115.72,1,7,56
1185544387,295,-31.36,-14.56,4,11,31
833215694,295,13.16,-66.32,16,7,40
